Celeb_Real,Celeb_Fake
,0.00462963
,0
,0.08778626
,0.068181818
,0.043478261
,0.012406948
,0
,0.00619195
,0.051948052
,0.054263566
,0.034620506
,0.049689441
,0.004672897
,0.036585366
,0
,0.050485437
,0.005012531
,0.074358974
,0.007017544
,0.013806706
,0
,0
,0
,0.115459883
,0.005012531
,0.066666667
,0.012389381
,0.039215686
,0.007518797
,0.064102564
,0
,0.030769231
,0.134653465
,0.020100503
,0.051282051
,0
,0.065891473
,0.005037783
,0.030769231
,0.008756567
,0.05078125
,0.020050125
,0.046153846
,0
,0.030888031
,0
,0.015384615
,0
,0.014796547
,0.047297297
,0
,0
,0
,0.011764706
,0
,0
,0.030712531
,0.047404063
,0.002666667
,0
,0
,0
,0.007109005
,0
,0
,0
,0.009815951
,0.031602709
,0
,0
,0
,0
,0
,0
,0
,0
,0.014705882
,0.018058691
,0
,0
,0
,0.004683841
,0
,0
,0
,0
,0
,0.002331002
,0.013924051
,0.033936652
,0
,0
,0.00234192
,0
,0.056818182
,0.067873303
,0.005277045
,0
,0
,0.009345794
,0
,0.004790419
,0.036199095
,0
,0
,0
,0
,0
,0
,0
,0.008827238
,0.052036199
,0
,0
,0
,0.004705882
,0
,0
,0.028360049
,0.060948081
,0
,0
,0.002375297
,0.002369668
,0
,0
,0.008827238
,0.033936652
,0
,0
,0
,0.00234192
,0
,0.033936652
,0
,0
,0
,0.006313131
,0.045248869
,0
,0
,0
,0
,0
,0.035443038
,0.038461538
,0
,0
,0
,0.008599509
,0.04954955
,0.005208333
,0
,0.011820331
,0
,0
,0
,0
,0.011083744
,0
,0
,0
,0
,0.028220859
,0.045045045
,0
,0.013661202
,0
,0.004728132
,0
,0
,0
