frame,EyeAspectRatio,left_eye_landmarks,right_eye_landmarks,Label
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 15   0  14]
  [ 15   0  14]
  [ 15   0  14]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 60  43  59]
  [ 60  43  59]
  [ 60  43  59]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [113  91 122]
  [113  91 122]
  [113  91 122]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [192 152  93]
  [192 152  93]
  [192 152  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [192 152  93]
  [192 152  93]
  [192 152  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [192 152  93]
  [192 152  93]
  [192 152  93]]]",0.2928259804245862,"[(291, 126), (297, 123), (303, 123), (309, 127), (302, 128), (296, 128)]","[(336, 129), (342, 125), (349, 125), (354, 129), (349, 131), (342, 130)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 13   0  16]
  [ 13   0  16]
  [ 13   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 58  42  61]
  [ 58  42  61]
  [ 58  42  61]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [111  90 123]
  [111  90 123]
  [111  90 123]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [196 154  95]
  [196 154  95]
  [196 154  95]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [196 154  95]
  [196 154  95]
  [196 154  95]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [196 154  95]
  [196 154  95]
  [196 154  95]]]",0.2977469989401691,"[(291, 126), (297, 123), (303, 123), (309, 128), (303, 128), (296, 128)]","[(336, 129), (343, 125), (349, 126), (355, 130), (349, 131), (343, 131)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 13   0  16]
  [ 13   0  16]
  [ 13   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 58  42  61]
  [ 58  42  61]
  [ 58  42  61]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [111  90 123]
  [111  90 123]
  [111  90 123]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]]",0.29909808325183396,"[(292, 126), (297, 123), (304, 123), (310, 128), (303, 129), (297, 128)]","[(337, 130), (343, 126), (350, 126), (355, 130), (350, 132), (343, 131)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 13   0  16]
  [ 13   0  16]
  [ 13   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 58  42  61]
  [ 58  42  61]
  [ 58  42  61]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [111  90 123]
  [111  90 123]
  [111  90 123]]

 ...

 [[187 149  99]
  [187 149  99]
  [187 150  97]
  ...
  [196 155  94]
  [196 155  94]
  [196 155  94]]

 [[187 149  99]
  [187 149  99]
  [187 150  97]
  ...
  [196 155  94]
  [196 155  94]
  [196 155  94]]

 [[187 149  99]
  [187 149  99]
  [187 150  97]
  ...
  [196 155  94]
  [196 155  94]
  [196 155  94]]]",0.30623281771878896,"[(292, 127), (297, 124), (304, 124), (310, 129), (303, 129), (297, 129)]","[(337, 130), (344, 126), (350, 127), (356, 131), (350, 132), (343, 132)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 13   0  16]
  [ 13   0  16]
  [ 13   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 58  42  61]
  [ 58  42  61]
  [ 58  42  61]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [111  90 123]
  [111  90 123]
  [111  90 123]]

 ...

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [197 156  95]
  [197 156  95]
  [197 156  95]]

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [197 156  95]
  [197 156  95]
  [197 156  95]]

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [197 156  95]
  [197 156  95]
  [197 156  95]]]",0.29861006401053547,"[(292, 127), (298, 124), (304, 124), (310, 129), (303, 129), (297, 129)]","[(337, 130), (344, 127), (351, 127), (356, 131), (350, 133), (344, 132)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 13   0  16]
  [ 13   0  16]
  [ 13   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 58  42  61]
  [ 58  42  61]
  [ 58  42  61]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [111  90 123]
  [111  90 123]
  [111  90 123]]

 ...

 [[187 150  95]
  [187 150  95]
  [187 150  95]
  ...
  [196 154  95]
  [198 154  95]
  [198 154  95]]

 [[187 150  95]
  [187 150  95]
  [187 150  95]
  ...
  [196 154  95]
  [198 154  95]
  [198 154  95]]

 [[187 150  95]
  [187 150  95]
  [187 150  95]
  ...
  [196 154  95]
  [198 154  95]
  [198 154  95]]]",0.3351155373249634,"[(293, 128), (298, 124), (305, 125), (311, 129), (304, 130), (298, 130)]","[(337, 131), (344, 127), (351, 128), (356, 132), (350, 133), (344, 133)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 13   0  16]
  [ 13   0  16]
  [ 13   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 58  42  61]
  [ 58  42  61]
  [ 58  42  61]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [111  90 123]
  [111  90 123]
  [111  90 123]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]]",0.29883447444485955,"[(293, 128), (299, 124), (305, 125), (311, 130), (305, 130), (298, 130)]","[(338, 131), (345, 128), (351, 128), (357, 132), (351, 134), (344, 133)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 11   0  14]
  [ 11   0  14]
  [ 11   0  14]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 56  43  59]
  [ 56  43  59]
  [ 56  43  59]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [109  91 122]
  [109  91 122]
  [109  91 122]]

 ...

 [[178 141  93]
  [178 141  93]
  [178 141  93]
  ...
  [190 147  91]
  [190 147  91]
  [190 147  91]]

 [[178 141  93]
  [178 141  93]
  [178 141  93]
  ...
  [190 147  91]
  [190 147  91]
  [190 147  91]]

 [[178 141  93]
  [178 141  93]
  [178 141  93]
  ...
  [190 147  91]
  [190 147  91]
  [190 147  91]]]",0.29187468630713387,"[(294, 129), (299, 125), (306, 126), (312, 130), (305, 131), (299, 131)]","[(338, 132), (345, 128), (352, 129), (357, 133), (351, 134), (345, 134)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 10   0  13]
  [ 11   0  14]
  [ 11   0  14]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 54  41  57]
  [ 56  43  59]
  [ 56  43  59]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [108  90 121]
  [109  91 122]
  [109  91 122]]

 ...

 [[177 140  92]
  [177 140  92]
  [177 140  92]
  ...
  [187 146  90]
  [187 146  90]
  [187 146  90]]

 [[177 140  92]
  [177 140  92]
  [177 140  92]
  ...
  [187 146  90]
  [187 146  90]
  [187 146  90]]

 [[177 140  92]
  [177 140  92]
  [177 140  92]
  ...
  [187 146  90]
  [187 146  90]
  [187 146  90]]]",0.2714452854537176,"[(294, 129), (299, 126), (306, 126), (312, 131), (305, 132), (299, 131)]","[(339, 133), (345, 129), (352, 130), (357, 134), (352, 135), (345, 134)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 11   0  14]
  [ 11   0  14]
  [ 11   0  14]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 56  43  59]
  [ 56  43  59]
  [ 56  43  59]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [109  91 122]
  [109  91 122]
  [109  91 122]]

 ...

 [[184 147  94]
  [184 147  94]
  [184 147  94]
  ...
  [190 149  93]
  [190 149  93]
  [190 149  93]]

 [[184 147  94]
  [184 147  94]
  [184 147  94]
  ...
  [190 149  93]
  [190 149  93]
  [190 149  93]]

 [[184 147  94]
  [184 147  94]
  [184 147  94]
  ...
  [190 149  93]
  [190 149  93]
  [190 149  93]]]",0.2850305336855037,"[(294, 130), (299, 127), (306, 127), (312, 131), (305, 132), (299, 132)]","[(339, 134), (346, 130), (353, 131), (358, 135), (352, 136), (346, 135)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 13   0  16]
  [ 13   0  16]
  [ 13   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 58  42  61]
  [ 58  42  61]
  [ 58  42  61]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [111  90 123]
  [111  90 123]
  [111  90 123]]

 ...

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [196 154  95]
  [196 154  95]
  [196 154  95]]

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [196 154  95]
  [196 154  95]
  [196 154  95]]

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [196 154  95]
  [196 154  95]
  [196 154  95]]]",0.27210443742282747,"[(294, 130), (299, 127), (306, 128), (312, 132), (305, 133), (299, 132)]","[(340, 134), (346, 130), (353, 131), (358, 135), (352, 136), (346, 135)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [ 11   0  14]
  [ 11   0  14]
  [ 11   0  14]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 56  43  59]
  [ 56  43  59]
  [ 56  43  59]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [109  91 122]
  [109  91 122]
  [109  91 122]]

 ...

 [[185 147  97]
  [185 147  97]
  [185 147  97]
  ...
  [191 150  94]
  [191 150  94]
  [191 150  94]]

 [[185 147  97]
  [185 147  97]
  [185 147  97]
  ...
  [191 150  94]
  [191 150  94]
  [191 150  94]]

 [[185 147  97]
  [185 147  97]
  [185 147  97]
  ...
  [191 150  94]
  [191 150  94]
  [191 150  94]]]",0.30552835138018297,"[(294, 130), (300, 127), (306, 128), (312, 132), (305, 133), (299, 133)]","[(340, 134), (346, 131), (353, 131), (358, 135), (353, 137), (346, 136)]",0
"[[[ 16   1   0]
  [ 16   1   0]
  [ 16   1   0]
  ...
  [  8   0  15]
  [  9   0  16]
  [  9   0  16]]

 [[ 60  45  41]
  [ 60  45  41]
  [ 60  45  41]
  ...
  [ 55  44  62]
  [ 56  45  63]
  [ 56  45  63]]

 [[115  85  79]
  [115  85  79]
  [115  85  79]
  ...
  [104  88 120]
  [105  89 121]
  [105  89 121]]

 ...

 [[178 142  92]
  [178 142  92]
  [178 142  92]
  ...
  [189 148  92]
  [189 148  92]
  [189 148  92]]

 [[178 142  92]
  [178 142  92]
  [178 142  92]
  ...
  [189 148  92]
  [189 148  92]
  [189 148  92]]

 [[178 142  92]
  [178 142  92]
  [178 142  92]
  ...
  [189 148  92]
  [189 148  92]
  [189 148  92]]]",0.2863973931851588,"[(294, 130), (300, 127), (306, 128), (312, 133), (306, 133), (299, 133)]","[(340, 135), (347, 131), (353, 132), (359, 136), (353, 137), (346, 137)]",0
"[[[ 16   0   0]
  [ 16   0   0]
  [ 16   0   0]
  ...
  [  8   0  15]
  [  9   0  16]
  [  9   0  16]]

 [[ 60  44  42]
  [ 60  44  42]
  [ 60  44  42]
  ...
  [ 55  44  62]
  [ 56  45  63]
  [ 56  45  63]]

 [[115  84  80]
  [115  84  80]
  [115  84  80]
  ...
  [104  88 120]
  [105  89 121]
  [105  89 121]]

 ...

 [[178 141  93]
  [178 141  93]
  [178 141  93]
  ...
  [186 147  92]
  [186 147  92]
  [186 147  92]]

 [[178 141  93]
  [178 141  93]
  [178 141  93]
  ...
  [186 147  92]
  [186 147  92]
  [186 147  92]]

 [[178 141  93]
  [178 141  93]
  [178 141  93]
  ...
  [186 147  92]
  [186 147  92]
  [186 147  92]]]",0.27210443742282747,"[(295, 131), (301, 128), (307, 128), (313, 133), (306, 134), (300, 133)]","[(340, 135), (347, 132), (354, 133), (359, 137), (353, 138), (347, 137)]",0
"[[[ 14   0   0]
  [ 14   0   0]
  [ 13   0   0]
  ...
  [  8   0  15]
  [  9   0  16]
  [  9   0  16]]

 [[ 58  44  42]
  [ 58  44  42]
  [ 57  43  41]
  ...
  [ 55  44  62]
  [ 56  45  63]
  [ 56  45  63]]

 [[113  84  80]
  [113  84  80]
  [112  83  79]
  ...
  [104  88 120]
  [105  89 121]
  [105  89 121]]

 ...

 [[172 138  89]
  [172 138  89]
  [172 138  89]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[172 138  89]
  [172 138  89]
  [172 138  89]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[172 138  89]
  [172 138  89]
  [172 138  89]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]]",0.2839430581808133,"[(295, 132), (300, 129), (307, 129), (313, 134), (306, 135), (300, 134)]","[(341, 136), (347, 133), (354, 133), (359, 138), (354, 139), (347, 138)]",0
"[[[ 14   0   0]
  [ 14   0   0]
  [ 13   0   0]
  ...
  [  8   0  15]
  [  9   0  16]
  [  9   0  16]]

 [[ 58  43  44]
  [ 58  43  44]
  [ 57  42  43]
  ...
  [ 55  44  62]
  [ 56  45  63]
  [ 56  45  63]]

 [[113  83  82]
  [113  83  82]
  [112  82  81]
  ...
  [104  88 120]
  [105  89 121]
  [105  89 121]]

 ...

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]]",0.31174977229122647,"[(295, 132), (301, 129), (308, 130), (313, 134), (307, 135), (300, 135)]","[(341, 137), (348, 133), (355, 134), (360, 138), (354, 140), (347, 139)]",0
"[[[  9   0   0]
  [  9   0   0]
  [ 11   0   0]
  ...
  [  6   0  11]
  [  7   0  12]
  [  7   0  12]]

 [[ 53  43  43]
  [ 53  43  43]
  [ 55  44  41]
  ...
  [ 52  42  57]
  [ 54  44  59]
  [ 54  44  59]]

 [[110  83  81]
  [110  83  81]
  [112  83  79]
  ...
  [104  86 117]
  [106  88 119]
  [106  88 119]]

 ...

 [[173 138  92]
  [173 138  92]
  [173 138  92]
  ...
  [179 142  87]
  [179 142  87]
  [179 142  87]]

 [[173 138  92]
  [173 138  92]
  [173 138  92]
  ...
  [179 142  87]
  [179 142  87]
  [179 142  87]]

 [[173 138  92]
  [173 138  92]
  [173 138  92]
  ...
  [179 142  87]
  [179 142  87]
  [179 142  87]]]",0.27901847580367045,"[(295, 133), (301, 130), (308, 131), (314, 135), (307, 136), (300, 135)]","[(341, 138), (348, 134), (355, 135), (360, 139), (354, 140), (348, 139)]",0
"[[[ 11   0   0]
  [ 11   0   0]
  [ 11   0   0]
  ...
  [  6   0  11]
  [  7   0  12]
  [  7   0  12]]

 [[ 55  43  43]
  [ 55  43  43]
  [ 55  44  41]
  ...
  [ 52  42  57]
  [ 54  44  59]
  [ 54  44  59]]

 [[110  83  81]
  [110  83  81]
  [112  83  79]
  ...
  [104  86 117]
  [106  88 119]
  [106  88 119]]

 ...

 [[167 134  88]
  [167 134  88]
  [167 134  88]
  ...
  [178 141  88]
  [178 141  88]
  [178 141  88]]

 [[167 134  88]
  [167 134  88]
  [167 134  88]
  ...
  [178 141  88]
  [178 141  88]
  [178 141  88]]

 [[167 134  88]
  [167 134  88]
  [167 134  88]
  ...
  [178 141  88]
  [178 141  88]
  [178 141  88]]]",0.27210443742282747,"[(296, 135), (301, 132), (308, 132), (314, 137), (307, 137), (301, 137)]","[(341, 139), (348, 136), (355, 136), (360, 140), (354, 141), (348, 141)]",0
"[[[  9   0   0]
  [  9   0   0]
  [ 11   0   0]
  ...
  [  6   0  11]
  [  7   0  12]
  [  7   0  12]]

 [[ 53  43  43]
  [ 53  43  43]
  [ 55  44  41]
  ...
  [ 52  42  57]
  [ 54  44  59]
  [ 54  44  59]]

 [[110  83  81]
  [110  83  81]
  [112  83  79]
  ...
  [104  86 117]
  [106  88 119]
  [106  88 119]]

 ...

 [[172 137  91]
  [172 137  91]
  [172 137  91]
  ...
  [178 141  86]
  [178 141  86]
  [178 141  86]]

 [[172 137  91]
  [172 137  91]
  [172 137  91]
  ...
  [178 141  86]
  [178 141  86]
  [178 141  86]]

 [[172 137  91]
  [172 137  91]
  [172 137  91]
  ...
  [178 141  86]
  [178 141  86]
  [178 141  86]]]",0.26351891259319893,"[(296, 137), (302, 135), (308, 135), (314, 139), (307, 140), (301, 139)]","[(340, 141), (347, 139), (353, 140), (358, 143), (353, 144), (346, 143)]",0
"[[[ 13   0   0]
  [ 13   0   0]
  [ 13   0   0]
  ...
  [ 10   0  13]
  [ 11   0  14]
  [ 11   0  14]]

 [[ 57  43  41]
  [ 57  43  41]
  [ 57  43  41]
  ...
  [ 56  43  59]
  [ 57  44  60]
  [ 57  44  60]]

 [[112  83  79]
  [112  83  79]
  [114  83  79]
  ...
  [104  85 118]
  [106  88 119]
  [106  88 119]]

 ...

 [[174 140  91]
  [175 141  92]
  [175 141  92]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]

 [[174 140  91]
  [175 141  92]
  [175 141  92]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]

 [[174 140  91]
  [175 141  92]
  [175 141  92]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]]",0.2168156533560589,"[(296, 137), (301, 135), (308, 135), (314, 139), (307, 140), (301, 139)]","[(340, 141), (347, 139), (353, 140), (359, 143), (353, 144), (347, 143)]",0
"[[[ 14   0   0]
  [ 14   0   0]
  [ 16   0   0]
  ...
  [ 16   1  17]
  [ 17   2  16]
  [ 17   2  16]]

 [[ 60  44  42]
  [ 60  44  42]
  [ 62  44  41]
  ...
  [ 60  45  61]
  [ 61  46  60]
  [ 61  46  60]]

 [[117  84  80]
  [117  84  80]
  [117  85  79]
  ...
  [108  86 122]
  [109  89 120]
  [109  89 120]]

 ...

 [[181 145  95]
  [181 145  95]
  [181 145  95]
  ...
  [188 150  93]
  [188 150  93]
  [188 150  93]]

 [[181 145  95]
  [181 145  95]
  [181 145  95]
  ...
  [188 150  93]
  [188 150  93]
  [188 150  93]]

 [[181 145  95]
  [181 145  95]
  [181 145  95]
  ...
  [188 150  93]
  [188 150  93]
  [188 150  93]]]",0.2384732049788057,"[(296, 136), (302, 134), (308, 135), (314, 138), (307, 139), (301, 138)]","[(341, 141), (347, 139), (354, 139), (359, 143), (353, 144), (347, 143)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 17   2  18]
  [ 18   3  17]
  [ 18   3  17]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 60  45  61]
  [ 61  46  60]
  [ 61  46  60]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [108  86 122]
  [109  89 120]
  [109  89 120]]

 ...

 [[185 147  97]
  [185 147  97]
  [185 147  97]
  ...
  [189 152  92]
  [189 152  92]
  [189 152  92]]

 [[185 147  97]
  [185 147  97]
  [185 147  97]
  ...
  [189 152  92]
  [189 152  92]
  [189 152  92]]

 [[185 147  97]
  [185 147  97]
  [185 147  97]
  ...
  [189 152  92]
  [189 152  92]
  [189 152  92]]]",0.2705074252706375,"[(296, 136), (302, 134), (308, 134), (314, 138), (307, 139), (301, 139)]","[(341, 141), (348, 138), (354, 139), (360, 143), (354, 144), (347, 143)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 16   1  15]
  [ 17   3  15]
  [ 17   3  15]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 59  44  58]
  [ 60  46  58]
  [ 60  46  58]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [106  85 118]
  [108  88 119]
  [108  88 119]]

 ...

 [[180 147  96]
  [180 147  96]
  [180 147  96]
  ...
  [188 150  93]
  [188 150  93]
  [188 150  93]]

 [[180 147  96]
  [180 147  96]
  [180 147  96]
  ...
  [188 150  93]
  [188 150  93]
  [188 150  93]]

 [[180 147  96]
  [180 147  96]
  [180 147  96]
  ...
  [188 150  93]
  [188 150  93]
  [188 150  93]]]",0.2718639842504811,"[(296, 136), (302, 134), (308, 134), (314, 139), (307, 139), (301, 139)]","[(341, 142), (348, 138), (354, 139), (359, 143), (354, 144), (347, 143)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 11   0  11]
  [ 12   0  12]
  [ 12   0  12]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 54  42  54]
  [ 56  44  56]
  [ 56  44  56]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [102  83 116]
  [103  85 116]
  [103  85 116]]

 ...

 [[176 142  93]
  [176 142  93]
  [176 142  93]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[176 142  93]
  [176 142  93]
  [176 142  93]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[176 142  93]
  [176 142  93]
  [176 142  93]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]]",0.27292483679586443,"[(296, 137), (301, 134), (308, 135), (314, 139), (307, 140), (300, 139)]","[(341, 142), (347, 139), (354, 140), (359, 144), (354, 145), (347, 144)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 10   0   8]
  [ 11   0   9]
  [ 11   0   9]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 53  42  51]
  [ 54  43  52]
  [ 54  43  52]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [101  83 114]
  [102  84 115]
  [102  84 115]]

 ...

 [[176 142  93]
  [176 142  93]
  [176 142  93]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[176 142  93]
  [176 142  93]
  [176 142  93]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[176 142  93]
  [176 142  93]
  [176 142  93]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]]",0.28494958231523637,"[(295, 137), (301, 135), (308, 135), (313, 140), (307, 140), (300, 140)]","[(341, 143), (348, 140), (354, 140), (360, 144), (354, 146), (347, 145)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 17   2  18]
  [ 18   3  17]
  [ 18   3  17]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 60  45  61]
  [ 61  46  60]
  [ 61  46  60]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [108  86 122]
  [109  89 120]
  [109  89 120]]

 ...

 [[181 145  95]
  [181 145  95]
  [181 145  95]
  ...
  [189 147  93]
  [189 147  93]
  [189 147  93]]

 [[181 145  95]
  [181 145  95]
  [181 145  95]
  ...
  [189 147  93]
  [189 147  93]
  [189 147  93]]

 [[181 145  95]
  [181 145  95]
  [181 145  95]
  ...
  [189 147  93]
  [189 147  93]
  [189 147  93]]]",0.2734712969224825,"[(295, 137), (301, 135), (307, 135), (313, 140), (307, 140), (300, 140)]","[(340, 143), (347, 140), (354, 141), (359, 145), (353, 146), (347, 145)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 17   2  18]
  [ 18   3  17]
  [ 18   3  17]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 60  45  61]
  [ 61  46  60]
  [ 61  46  60]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [108  86 122]
  [109  89 120]
  [109  89 120]]

 ...

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [193 151  92]
  [193 151  92]
  [193 151  92]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [193 151  92]
  [193 151  92]
  [193 151  92]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [193 151  92]
  [193 151  92]
  [193 151  92]]]",0.28494958231523637,"[(295, 138), (300, 135), (307, 136), (313, 141), (306, 141), (299, 140)]","[(340, 144), (347, 141), (353, 141), (359, 146), (353, 147), (346, 146)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 17   2  18]
  [ 18   3  17]
  [ 18   3  17]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 60  45  61]
  [ 61  46  60]
  [ 61  46  60]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [108  86 122]
  [109  89 120]
  [109  89 120]]

 ...

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]]",0.2666918201317273,"[(294, 138), (300, 135), (307, 136), (312, 141), (306, 142), (299, 141)]","[(339, 144), (346, 141), (353, 142), (358, 146), (352, 147), (346, 146)]",0
"[[[ 18   0   0]
  [ 18   0   0]
  [ 18   0   0]
  ...
  [ 17   2  18]
  [ 18   3  17]
  [ 18   3  17]]

 [[ 64  44  41]
  [ 64  44  41]
  [ 64  44  41]
  ...
  [ 60  45  61]
  [ 61  46  60]
  [ 61  46  60]]

 [[119  84  79]
  [119  84  79]
  [119  84  79]
  ...
  [108  86 122]
  [109  89 120]
  [109  89 120]]

 ...

 [[183 147  97]
  [183 147  97]
  [183 147  97]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[183 147  97]
  [183 147  97]
  [183 147  97]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[183 147  97]
  [183 147  97]
  [183 147  97]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]]",0.2801793936860814,"[(294, 139), (300, 136), (306, 137), (312, 141), (305, 142), (299, 141)]","[(339, 144), (345, 141), (352, 142), (357, 146), (352, 147), (345, 146)]",0
